,mileage,make,model,fuel,gear,offerType,price,hp,year
43716,30000,7,54,2,1,0,19390,120.0,2019
43717,7999,5,208,0,1,0,19445,140.0,2019
43718,14580,3,3,0,0,0,15490,131.0,2019
43719,15545,2,91,0,0,0,15490,90.0,2019
43720,9018,7,24,0,0,0,15490,125.0,2019
43721,25532,12,18,0,0,0,15490,131.0,2019
43722,18324,12,18,0,0,0,15490,131.0,2019
43723,7000,21,63,4,1,0,15500,82.0,2019
43724,20776,21,63,0,1,0,15660,90.0,2019
43725,16000,21,63,0,1,2,15690,90.0,2019
43726,19652,12,18,0,0,0,15690,131.0,2019
43727,20339,12,18,0,0,0,15690,131.0,2019
43728,27840,21,69,0,1,0,15790,90.0,2019
43729,18200,21,63,0,1,3,15790,90.0,2019
43730,18673,12,18,0,0,0,15790,131.0,2019
43731,10680,2,91,0,0,0,15890,90.0,2019
43732,23408,5,22,0,0,0,15890,125.0,2019
43733,18216,12,18,0,0,0,15890,131.0,2019
43734,16441,16,46,0,1,0,15900,125.0,2019
43735,5060,18,287,0,0,0,15990,110.0,2019
43736,91700,0,34,0,1,0,16440,116.0,2019
43737,9885,2,98,4,1,0,16990,72.0,2019
43738,65908,7,79,2,1,0,22550,150.0,2019
43739,11500,0,200,0,0,0,22740,150.0,2019
43740,7360,7,24,0,1,0,22950,125.0,2019
43741,31614,2,284,2,0,0,23890,145.0,2019
43742,18512,45,360,1,1,0,23990,136.0,2019
43743,77148,15,152,2,1,0,24990,194.0,2019
43744,6374,0,215,0,1,3,25390,131.0,2019
43745,20790,11,51,0,1,0,25440,204.0,2019
43746,25710,11,51,0,1,0,25440,204.0,2019
43747,10408,9,183,0,1,0,25480,150.0,2019
43758,30000,7,167,2,1,0,19491,101.0,2019
43759,30000,7,167,2,1,0,19491,101.0,2019
43760,64087,7,79,1,1,0,19790,140.0,2019
43761,39900,2,5,2,1,0,19870,160.0,2019
43762,29200,3,531,0,0,0,19890,110.0,2019
43763,30713,9,143,0,1,0,19971,116.0,2019
43764,17008,6,7,0,0,0,19980,122.0,2019
43765,12300,22,295,4,1,0,19980,136.0,2019
43766,150,7,273,0,0,2,20390,101.0,2019
43767,21900,7,123,2,0,0,20477,150.0,2019
43768,14786,0,50,2,0,0,20774,150.0,2019
43769,36908,17,76,2,1,0,20780,150.0,2019
43770,19221,11,238,2,0,0,21441,136.0,2019
43771,8800,2,262,0,0,2,21781,140.0,2019
43772,38972,25,107,2,1,0,21990,148.0,2019
43773,10,1,38,2,0,0,22100,150.0,2019
43774,12097,15,381,0,0,0,22421,156.0,2019
43775,27524,15,381,0,0,0,22501,156.0,2019
43776,24620,15,381,0,0,0,22675,156.0,2019
43777,36000,2,321,2,0,0,22990,121.0,2019
43778,14358,2,98,4,1,0,16990,72.0,2019
43779,13429,2,98,4,1,0,16990,72.0,2019
43780,16420,17,52,0,1,0,16998,110.0,2019
43781,14512,2,98,4,1,0,17489,72.0,2019
43782,12728,2,98,4,1,0,17489,72.0,2019
43783,12000,21,63,0,1,0,17499,90.0,2019
43784,9000,15,100,2,0,2,17670,116.0,2019
43785,5350,0,0,0,0,0,17889,116.0,2019
43786,19246,25,155,0,0,0,17980,117.0,2019
43787,14502,2,98,4,1,0,17990,72.0,2019
43788,41700,0,0,0,0,0,18679,116.0,2019
43789,5000,21,63,0,1,0,18750,90.0,2019
43790,15850,5,22,0,1,0,18850,150.0,2019
43791,35100,0,0,2,0,0,18978,116.0,2019
43792,25250,5,-1,0,1,0,19469,131.0,2019
43793,15060,2,262,0,1,0,19490,140.0,2019
43794,26008,18,82,0,0,0,19490,131.0,2019
43795,20000,17,187,0,1,0,19579,150.0,2019
43796,9000,15,100,2,0,2,19640,116.0,2019
43817,10017,0,97,2,0,0,23190,102.0,2019
43818,18486,15,381,0,0,0,23284,156.0,2019
43819,28777,15,381,0,0,0,23285,156.0,2019
43820,15454,15,381,0,0,0,23361,156.0,2019
43821,15420,15,381,0,0,0,23361,156.0,2019
43822,8173,0,0,0,1,0,23447,150.0,2019
43823,14371,0,0,6,1,0,23498,131.0,2019
43824,12193,15,381,0,0,0,23575,156.0,2019
43825,10361,15,27,0,1,0,23724,136.0,2019
43826,10313,0,200,0,0,0,23801,150.0,2019
43827,10198,15,381,0,0,0,23915,156.0,2019
43828,21978,22,72,2,0,0,23990,150.0,2019
43829,6286,13,170,4,1,0,24441,170.0,2019
43830,28000,43,532,0,1,0,24500,170.0,2019
43831,24200,9,11,0,0,0,24990,150.0,2019
43832,28900,9,11,0,0,0,24990,150.0,2019
43833,12346,0,0,2,1,0,25171,150.0,2019
43834,19991,0,200,0,1,0,25300,150.0,2019
43835,15890,13,276,2,1,0,25330,190.0,2019
43837,9000,21,63,0,1,0,19750,90.0,2019
43838,7064,0,229,0,1,0,19955,116.0,2019
43839,25800,0,34,2,0,0,20440,116.0,2019
43840,38150,0,97,2,0,0,20443,102.0,2019
43841,6410,0,0,4,1,0,20740,136.0,2019
43842,24697,0,97,0,0,0,20879,102.0,2019
43843,13337,7,54,0,1,0,20900,150.0,2019
43844,17051,16,132,1,1,0,20900,105.0,2019
43845,39450,2,321,2,0,0,20990,121.0,2019
43846,11400,15,100,2,0,2,21150,95.0,2019
43847,19700,0,215,0,0,0,21550,131.0,2019
43848,14752,28,156,0,1,0,21900,152.0,2019
43849,20000,17,187,2,1,2,21939,116.0,2019
43850,23900,2,262,2,0,0,21990,116.0,2019
43907,37200,3,3,2,0,0,12900,131.0,2019
43908,5801,7,43,0,0,0,12950,86.0,2019
43929,6486,15,127,0,0,3,24700,122.0,2019
43930,3590,15,27,0,0,3,24860,136.0,2019
43931,25550,7,125,0,0,3,24870,165.0,2019
43932,49677,15,27,0,1,0,24900,136.0,2019
43933,9528,0,200,0,1,0,24925,150.0,2019
43934,11867,0,215,0,1,0,25125,131.0,2019
43935,5000,6,130,0,0,2,25300,179.0,2019
43936,54615,9,11,2,1,0,25479,150.0,2019
43937,5,18,353,2,1,2,25480,131.0,2019
43949,10355,7,112,0,0,0,16950,125.0,2019
43950,83300,3,71,2,1,0,18800,131.0,2019
43951,89750,7,79,2,1,0,19950,150.0,2019
43952,2650,11,164,0,1,0,19999,120.0,2019
43953,20523,7,123,0,0,0,22750,150.0,2019
44013,4800,0,47,0,0,0,12600,60.0,2019
44014,52408,0,50,2,0,0,15980,150.0,2019
44015,21200,7,54,0,0,0,16490,125.0,2019
44016,17350,0,0,2,1,0,17700,116.0,2019
44017,15,0,12,0,0,0,18024,95.0,2019
44018,6800,0,200,0,0,0,18463,116.0,2019
44019,20149,0,0,2,0,0,19250,150.0,2019
44020,16115,0,0,0,0,0,19700,150.0,2019
44021,28800,7,79,2,0,0,19900,120.0,2019
44022,19406,0,149,2,0,0,20980,116.0,2019
44023,7450,22,295,4,1,0,23970,150.0,2019
44024,41759,0,97,2,1,0,23980,150.0,2019
44025,1200,5,108,0,-1,0,24950,131.0,2019
44072,1,53,-1,7,-1,0,2500,1.0,2019
44073,40382,2,102,0,0,0,6980,71.0,2019
44074,12000,2,102,0,0,0,7500,73.0,2019
44075,25959,17,65,0,0,0,7660,60.0,2019
44076,6192,18,162,0,0,0,8140,72.0,2019
44077,36339,10,198,0,0,0,8890,69.0,2019
44078,8500,2,102,0,0,0,8970,65.0,2019
44079,2300,2,92,0,0,0,8970,76.0,2019
44080,38016,2,92,0,0,0,8990,76.0,2019
44081,42500,17,52,0,0,0,8999,60.0,2019
44082,110000,5,16,0,0,0,9100,101.0,2019
44083,31529,21,69,0,0,0,9122,90.0,2019
44084,12966,16,68,0,0,0,9220,67.0,2019
44085,15241,3,137,0,0,0,9260,72.0,2019
44086,24773,3,137,0,0,0,9280,72.0,2019
44087,79000,17,52,0,0,0,9390,75.0,2019
44088,23400,18,99,0,0,0,9440,68.0,2019
44109,15739,2,91,0,1,0,21490,131.0,2020
44110,31100,15,100,2,0,2,21760,90.0,2020
44111,24423,2,91,0,1,0,21790,131.0,2020
44112,10777,2,91,0,1,0,21790,131.0,2020
44113,7500,0,97,0,0,3,21930,84.0,2020
44114,20929,7,79,0,1,0,21985,188.0,2020
44115,4000,16,139,0,0,2,21990,120.0,2020
44116,8560,2,262,2,1,0,21990,116.0,2020
44117,8,17,187,0,1,1,21990,150.0,2020
44118,19000,16,132,4,1,2,21995,120.0,2020
44119,26708,0,215,0,1,0,22250,150.0,2020
44120,6,17,76,0,0,1,22490,150.0,2020
44121,8,17,76,0,0,1,22490,150.0,2020
44122,4408,0,229,0,0,3,22555,116.0,2020
44123,850,5,16,4,1,2,22650,136.0,2020
44124,9800,17,288,0,0,0,22679,95.0,2020
44125,22000,0,0,0,0,3,22780,131.0,2020
44126,12700,0,215,0,0,0,22880,131.0,2020
44127,7600,2,91,0,1,2,22890,154.0,2020
44166,16991,2,321,2,1,0,22900,145.0,2020
44167,16991,2,321,2,1,0,22900,145.0,2020
44168,2000,6,7,0,1,0,22900,122.0,2020
44169,80,7,167,0,0,0,22985,101.0,2020
44170,9990,16,132,4,1,2,22995,120.0,2020
44171,3309,2,262,0,0,2,23180,140.0,2020
44172,5400,2,98,4,1,2,23280,69.0,2020
44173,2300,16,114,0,0,2,23295,159.0,2020
44174,15963,2,262,0,1,0,23491,160.0,2020
44175,2000,6,130,0,1,2,23500,122.0,2020
44176,18020,7,273,2,0,0,23850,120.0,2020
44177,10996,13,212,0,0,0,23880,140.0,2020
44178,2100,11,119,2,1,0,23950,136.0,2020
44179,13900,17,187,0,0,2,23979,150.0,2020
44180,10,2,91,0,1,1,24290,131.0,2020
44181,15700,0,0,0,0,3,24380,131.0,2020
44182,9,16,114,1,1,0,24400,159.0,2020
44183,9810,7,123,0,0,3,24470,150.0,2020
44184,3800,22,72,0,1,0,24490,159.0,2020
44223,2500,17,76,0,1,0,24699,150.0,2020
44224,2000,0,0,0,0,0,24720,131.0,2020
44225,3115,3,177,0,0,0,24795,131.0,2020
44226,9490,0,215,0,1,3,24870,150.0,2020
44227,5788,2,91,0,1,3,24890,154.0,2020
44228,16192,0,0,0,1,0,24900,150.0,2020
44229,6487,0,34,0,0,0,24925,131.0,2020
44230,16200,0,0,2,0,0,24940,116.0,2020
44231,2429,9,39,0,1,3,24990,110.0,2020
44232,21317,2,91,0,1,0,24990,155.0,2020
44233,23500,0,200,0,1,2,24990,150.0,2020
44234,3100,16,139,0,0,2,24995,120.0,2020
44235,15,16,139,0,1,3,25490,177.0,2020
44236,6231,0,0,4,1,3,25525,136.0,2020
44362,1129,7,43,0,0,3,10390,75.0,2020
44363,7,7,43,0,0,1,11500,75.0,2020
44364,29993,7,43,0,0,0,12450,86.0,2020
44365,19124,7,112,0,0,3,14650,101.0,2020
44366,11584,7,112,0,0,3,15950,101.0,2020
44367,2075,7,43,2,0,3,16350,86.0,2020
44368,11064,7,112,0,0,0,16950,125.0,2020
44369,18094,7,112,0,0,0,17550,125.0,2020
44370,10518,7,112,0,0,0,17550,125.0,2020
44371,20,6,62,0,0,1,17750,90.0,2020
44372,31715,7,24,2,1,0,17950,120.0,2020
44373,6052,7,24,0,0,0,18350,125.0,2020
44374,8214,7,43,1,0,3,18450,125.0,2020
44375,945,7,113,0,0,3,19990,125.0,2020
44376,10567,7,112,0,0,3,20550,140.0,2020
44377,9357,7,113,0,0,3,21430,125.0,2020
44378,2264,7,43,0,0,3,21450,155.0,2020
44394,4500,25,105,0,0,0,9450,71.0,2020
44395,5,10,106,0,0,1,11289,69.0,2020
44396,2000,21,69,4,1,3,12990,82.0,2020
44397,9775,10,158,1,0,0,14484,69.0,2020
44398,5,10,106,1,0,1,15337,69.0,2020
44419,8390,0,97,0,0,0,21980,102.0,2020
44420,20,6,7,0,1,1,21990,122.0,2020
44421,12111,7,24,2,0,3,22650,150.0,2020
44422,5210,0,97,0,0,0,22740,131.0,2020
44423,3000,6,199,4,1,2,23450,145.0,2020
44424,10608,7,24,2,1,3,23750,150.0,2020
44425,7872,7,24,2,1,0,24250,150.0,2020
44426,10234,7,24,2,1,3,24950,150.0,2020
44427,1028,7,123,0,0,2,25390,150.0,2020
44439,5,10,106,0,1,1,15499,69.0,2020
44440,5,10,158,0,1,1,16999,69.0,2020
44441,5,10,158,0,1,1,17889,69.0,2020
44442,17763,15,100,2,0,3,18581,116.0,2020
44443,9950,5,22,0,0,2,18950,145.0,2020
44444,100,5,131,0,0,2,18990,110.0,2020
44445,10,10,106,0,1,1,18999,69.0,2020
44446,18400,2,321,2,0,0,19400,120.0,2020
44447,5,10,158,0,0,1,19979,69.0,2020
44448,5,10,158,1,0,1,19999,69.0,2020
44449,14202,0,0,0,0,2,20690,90.0,2020
44450,3970,0,0,0,0,3,20890,116.0,2020
44451,100,5,110,0,0,1,20950,110.0,2020
44452,15,30,204,0,0,1,20979,120.0,2020
44453,7287,0,0,0,0,3,20990,90.0,2020
44454,8839,0,12,0,1,2,21890,95.0,2020
44455,5000,13,23,0,0,0,22850,140.0,2020
44456,9957,0,0,0,0,3,23490,150.0,2020
44457,16500,13,23,0,1,0,25600,140.0,2020
44482,26569,7,43,0,-1,0,13990,95.0,2020
44483,4500,5,16,0,0,0,14990,75.0,2020
44484,3199,17,187,0,1,0,15990,116.0,2020
44485,7,7,43,0,-1,1,16710,95.0,2020
44486,7400,5,16,0,0,0,16990,101.0,2020
44487,25,1,53,0,0,0,18508,95.0,2020
44488,8300,5,-1,0,0,0,19900,131.0,2020
44489,6470,7,112,0,-1,0,20390,125.0,2020
44490,20970,7,113,0,0,0,20990,125.0,2020
44491,3500,17,65,4,1,0,23882,83.0,2020
44492,24801,0,149,2,0,0,24950,150.0,2020
44540,5000,28,-1,7,-1,0,2499,1.0,2020
44541,12221,3,137,0,0,0,9280,72.0,2020
44542,4382,4,66,0,0,0,9330,72.0,2020
44543,8474,18,162,0,0,0,9480,72.0,2020
44544,9990,10,106,0,0,0,9990,69.0,2020
44545,919,7,43,0,0,3,10390,75.0,2020
44546,1305,7,43,0,0,3,10390,75.0,2020
44547,1368,7,43,0,0,3,10390,75.0,2020
44548,5000,7,43,0,0,3,10390,75.0,2020
44549,3847,7,43,0,0,3,10390,75.0,2020
44550,3958,7,43,0,0,3,10390,75.0,2020
44551,7000,7,43,0,0,3,10390,75.0,2020
44552,4505,7,43,0,0,3,10390,75.0,2020
44553,99,10,70,0,0,1,10490,69.0,2020
44554,13484,2,102,0,0,0,10690,73.0,2020
44555,10,12,61,0,0,1,10850,73.0,2020
44556,10,16,86,0,0,1,10990,75.0,2020
44597,11354,3,137,0,0,0,11180,72.0,2020
44598,6600,17,52,0,0,0,11285,60.0,2020
44599,6000,17,52,0,0,0,11285,60.0,2020
44600,3600,18,162,0,0,0,11380,72.0,2020
44601,5699,10,106,0,0,0,11455,69.0,2020
44602,11727,2,102,0,0,0,11489,73.0,2020
44603,99,17,52,0,0,1,11490,60.0,2020
44604,99,17,52,0,0,1,11490,60.0,2020
44605,16525,10,106,0,0,0,11555,69.0,2020
44606,4000,7,43,0,0,3,11790,75.0,2020
44607,10,2,102,0,0,0,11970,73.0,2020
44608,350,10,195,0,0,2,11990,95.0,2020
44609,12500,16,68,0,0,0,11995,87.0,2020
44610,2500,3,137,0,0,0,12000,72.0,2020
44611,3640,18,99,0,0,0,12280,83.0,2020
44612,5000,17,52,0,0,2,12380,60.0,2020
44613,4083,16,86,0,0,2,12490,75.0,2020
44614,5000,10,106,0,0,2,12555,69.0,2020
44615,15,7,43,0,0,0,12590,75.0,2020
44616,15,10,106,0,0,1,12685,69.0,2020
44657,11800,7,43,0,0,0,12750,86.0,2020
44658,17188,7,43,0,0,0,12750,86.0,2020
44659,15,10,106,0,0,1,12750,69.0,2020
44660,11258,18,99,0,0,0,12760,83.0,2020
44661,15,10,106,0,0,1,12775,69.0,2020
44662,20,7,43,0,0,1,12790,75.0,2020
44663,20,7,43,0,0,1,12790,75.0,2020
44664,20,7,43,0,0,1,12790,75.0,2020
44665,50,10,106,0,0,1,12790,71.0,2020
44666,2093,10,106,1,0,2,12790,71.0,2020
44667,15,10,106,0,0,1,12884,69.0,2020
44668,15,10,106,0,0,1,12894,69.0,2020
44669,10624,10,106,0,0,0,12895,69.0,2020
44670,11372,7,43,0,0,0,12950,86.0,2020
44671,6516,7,43,0,0,0,12950,86.0,2020
44672,8287,7,43,0,0,0,12950,86.0,2020
44673,6500,0,47,0,0,3,12985,60.0,2020
44674,6100,0,47,0,0,3,12985,60.0,2020
44675,5800,18,162,0,0,2,12990,72.0,2020
44676,9900,19,59,0,0,0,12990,90.0,2020
44677,6500,2,102,0,0,2,9960,73.0,2020
44678,5000,2,102,0,0,0,10260,73.0,2020
44679,250,2,98,4,1,2,10880,58.0,2020
44680,1510,2,102,0,0,2,11680,73.0,2020
44681,910,17,52,0,0,2,11750,60.0,2020
44682,18318,7,43,0,0,0,12424,95.0,2020
44683,10,10,106,0,0,1,12490,69.0,2020
44684,6000,1,53,0,0,3,12969,80.0,2020
44685,10000,1,53,0,0,3,13335,80.0,2020
44686,50,1,53,0,0,1,13369,80.0,2020
44687,3057,10,158,0,0,0,13401,69.0,2020
44688,1510,12,290,0,0,2,13880,75.0,2020
44689,13375,2,102,0,1,0,13890,92.0,2020
44690,7156,2,102,0,1,0,13950,92.0,2020
44691,10,19,59,0,0,1,13990,90.0,2020
44692,3723,2,92,0,0,0,14791,101.0,2020
44693,50,19,59,0,0,1,15250,90.0,2020
44694,26225,1,38,2,0,0,15450,116.0,2020
44695,120,12,290,0,0,2,15480,131.0,2020
44696,2500,12,18,0,0,2,15480,101.0,2020
44697,2500,16,86,0,0,2,9746,75.0,2020
44698,100,2,98,4,1,1,9880,72.0,2020
44699,18098,2,102,0,0,0,10490,92.0,2020
44700,17784,2,102,0,0,0,10590,92.0,2020
44701,15133,2,102,0,0,0,10590,92.0,2020
44702,13374,2,102,0,0,0,10690,92.0,2020
44703,13038,2,102,0,0,0,10790,92.0,2020
44704,10164,2,102,0,0,0,10790,92.0,2020
44705,2500,16,86,0,0,2,10870,75.0,2020
44706,7489,2,102,0,0,0,10990,92.0,2020
44707,7322,2,102,0,0,0,10990,92.0,2020
44708,8245,2,102,0,0,0,10990,92.0,2020
44709,19890,2,102,0,0,0,10990,92.0,2020
44710,10126,2,102,0,0,0,10990,92.0,2020
44711,12760,2,102,0,0,0,10990,92.0,2020
44712,14464,2,102,0,0,0,10990,92.0,2020
44713,13059,2,102,0,0,0,11290,73.0,2020
44714,3150,3,137,0,0,0,11395,72.0,2020
44715,12425,2,102,0,0,0,11489,92.0,2020
44716,2727,2,102,4,1,2,11780,42.0,2020
44717,24105,10,195,0,0,0,9550,95.0,2020
44718,12776,2,102,0,0,0,9790,90.0,2020
44719,491,7,43,0,0,0,10390,75.0,2020
44720,626,7,43,0,0,3,10390,75.0,2020
44721,4300,7,43,0,0,3,10390,75.0,2020
44722,9118,2,102,0,0,0,10990,69.0,2020
44723,50,10,198,1,0,0,10990,69.0,2020
44724,50,10,198,1,0,0,10990,69.0,2020
44725,1001,2,102,4,1,2,11080,82.0,2020
44726,6500,12,61,2,0,2,11880,95.0,2020
44727,99,10,195,0,0,1,11990,95.0,2020
44728,4446,10,106,1,0,2,11990,71.0,2020
44729,2502,10,70,1,0,2,12290,69.0,2020
44730,20,7,43,0,0,1,12790,75.0,2020
44731,200,2,92,2,0,2,13380,90.0,2020
44732,99,10,106,1,0,1,13490,71.0,2020
44733,6103,2,92,0,0,0,14290,101.0,2020
44734,12912,16,114,0,0,3,14350,120.0,2020
44735,1501,2,102,0,1,0,14489,92.0,2020
44775,6150,10,106,1,0,2,12990,71.0,2020
44776,99,10,106,1,0,1,12990,71.0,2020
44777,99,10,106,1,0,1,12990,71.0,2020
44778,15,10,106,0,0,1,12991,69.0,2020
44779,10,10,106,0,0,1,12994,69.0,2020
44780,500,10,106,5,0,2,12995,69.0,2020
44781,15,10,106,0,0,1,13245,69.0,2020
44782,9087,7,43,0,0,0,13250,86.0,2020
44783,5600,7,43,0,0,0,13250,86.0,2020
44784,10550,7,43,0,0,0,13250,86.0,2020
44785,15,10,106,0,0,1,13254,69.0,2020
44786,15,10,106,0,0,1,13254,69.0,2020
44787,19629,7,43,0,0,0,13350,86.0,2020
44788,7500,7,43,0,0,2,13430,75.0,2020
44789,10,18,99,0,0,1,13440,83.0,2020
44790,5900,17,52,0,0,2,13485,60.0,2020
44791,44600,0,12,0,0,3,13490,95.0,2020
44792,1300,12,61,0,0,0,13500,101.0,2020
44793,5150,7,43,0,0,3,13580,75.0,2020
44794,91900,7,246,2,0,0,15490,101.0,2020
44795,5000,2,92,0,0,2,15960,67.0,2020
44796,100,1,111,0,0,1,16327,95.0,2020
44797,2000,2,98,4,1,0,16670,109.0,2020
44798,50,5,16,0,1,1,16849,101.0,2020
44799,5000,2,92,0,1,2,16860,101.0,2020
44800,17719,18,56,0,1,3,16964,131.0,2020
44801,1000,12,290,0,0,2,17160,131.0,2020
44802,20967,1,38,2,0,0,17250,116.0,2020
44803,14099,7,24,0,0,0,17346,125.0,2020
44804,17140,7,24,0,0,0,17385,125.0,2020
44805,24998,1,38,2,1,0,17450,150.0,2020
44806,10,19,239,0,0,1,17500,111.0,2020
44807,18252,3,83,0,1,0,17661,131.0,2020
44808,200,2,206,2,0,0,17790,110.0,2020
44809,80,19,178,0,0,1,17890,111.0,2020
44810,16800,2,92,0,1,0,17950,131.0,2020
44811,12104,1,38,2,1,0,17950,150.0,2020
44812,6447,18,99,0,0,0,12495,83.0,2020
44813,9790,2,92,0,0,0,12790,76.0,2020
44814,4897,2,92,0,0,0,12890,76.0,2020
44815,12657,2,92,0,0,0,12890,76.0,2020
44816,2500,12,61,0,0,2,12980,90.0,2020
44817,1001,2,92,2,0,2,13380,90.0,2020
44818,400,2,102,0,1,3,13490,92.0,2020
44819,13638,2,92,0,0,0,13790,101.0,2020
44820,8100,2,98,4,1,2,13880,69.0,2020
44821,9486,2,92,0,0,0,13990,101.0,2020
44822,17,17,52,0,0,1,13990,95.0,2020
44823,2511,5,16,0,0,0,14250,101.0,2020
44824,252,2,92,0,0,0,14470,90.0,2020
44825,9,7,43,0,0,2,14470,101.0,2020
44826,8828,2,98,4,1,0,14990,69.0,2020
44827,11637,2,98,4,1,0,14990,69.0,2020
44828,20,16,86,0,0,1,14926,101.0,2020
44829,20,16,86,0,0,1,14926,101.0,2020
44830,14537,16,114,0,0,3,14950,99.0,2020
44831,300,10,158,1,0,2,14990,71.0,2020
44832,20,16,86,0,0,1,15378,101.0,2020
44833,5,10,158,1,0,1,15490,69.0,2020
44834,1001,2,206,4,1,2,15580,60.0,2020
44835,38719,2,2,0,0,0,15590,140.0,2020
44836,20736,2,91,0,0,0,15890,101.0,2020
44837,30500,2,92,0,1,0,15890,131.0,2020
44838,50,2,92,0,0,2,16290,101.0,2020
44839,250,7,43,1,0,0,16450,125.0,2020
44840,99,10,195,0,0,1,16490,120.0,2020
44841,99,10,106,1,0,1,16490,71.0,2020
44842,19709,7,43,0,0,3,16750,125.0,2020
44843,3381,7,43,0,0,3,16750,125.0,2020
44844,542,6,62,0,1,2,16750,90.0,2020
44845,2069,7,43,1,0,3,16950,125.0,2020
44846,9570,7,112,0,0,3,16950,101.0,2020
44847,13447,7,112,0,0,3,16950,101.0,2020
44848,10,19,239,0,0,1,18290,140.0,2020
44849,3488,5,131,0,1,3,18710,131.0,2020
44850,3287,2,92,0,0,2,18880,140.0,2020
44851,5000,2,91,0,0,2,18950,101.0,2020
44852,4500,1,111,0,0,2,18990,90.0,2020
44853,19921,0,12,0,1,0,18990,95.0,2020
44854,10,19,59,0,0,2,19500,129.0,2020
44855,19066,12,18,0,0,0,19690,131.0,2020
44856,13154,22,72,0,0,0,19955,140.0,2020
44857,16707,0,215,0,0,0,19990,131.0,2020
44858,15273,2,18,0,0,3,19990,131.0,2020
44859,20375,7,112,0,1,0,19990,125.0,2020
44860,18291,7,24,0,0,0,19990,101.0,2020
44861,9500,9,39,0,0,0,20390,95.0,2020
44862,16350,2,91,0,1,0,20489,131.0,2020
44863,6000,0,229,0,1,0,20990,116.0,2020
44864,5554,0,97,2,0,3,21450,102.0,2020
44865,3650,7,123,0,0,0,21490,120.0,2020
44866,546,6,209,0,0,0,21490,121.0,2020
44867,17500,2,91,0,1,2,21960,131.0,2020
44868,16018,2,98,4,1,0,14990,69.0,2020
44869,11518,2,98,4,1,0,14990,69.0,2020
44870,3100,16,68,0,1,2,14995,67.0,2020
44871,20,16,86,0,0,0,15550,84.0,2020
44872,6790,1,53,0,0,0,15889,95.0,2020
44873,1873,10,158,7,0,0,15900,71.0,2020
44874,13303,2,92,0,1,0,15990,101.0,2020
44875,9294,2,92,0,1,0,15990,101.0,2020
44876,3600,16,86,0,0,2,15995,101.0,2020
44877,1,16,114,0,0,1,16100,120.0,2020
44878,2500,12,290,0,0,2,16280,131.0,2020
44879,9800,0,12,0,0,3,16479,95.0,2020
44880,17422,2,92,0,1,0,16490,131.0,2020
44881,11790,2,92,0,1,0,16490,131.0,2020
44882,18627,2,92,0,1,0,16490,131.0,2020
44883,18000,3,3,0,0,0,16490,110.0,2020
44884,19161,2,92,0,1,0,16490,131.0,2020
44885,8,7,246,2,0,1,16490,101.0,2020
44886,26585,2,92,0,1,0,16590,131.0,2020
44887,26585,2,92,0,1,0,16590,131.0,2020
44888,15192,7,43,0,0,0,16950,125.0,2020
44889,10380,17,52,0,0,3,16990,110.0,2020
44890,3397,7,112,0,0,0,17250,125.0,2020
44891,5,10,158,1,0,1,17290,69.0,2020
44892,5644,7,112,0,0,0,17350,125.0,2020
44893,12792,7,43,0,0,3,17450,140.0,2020
44894,3587,25,155,0,0,2,17490,117.0,2020
44895,1511,7,43,1,0,3,17550,125.0,2020
44896,2851,7,43,1,0,3,17550,125.0,2020
44897,12654,7,112,0,0,0,17550,125.0,2020
44898,1025,7,43,1,0,3,17650,125.0,2020
44899,7002,17,187,6,0,2,17680,90.0,2020
44900,9490,0,34,0,0,0,17740,116.0,2020
44901,26390,11,51,2,0,3,17840,116.0,2020
44902,4957,7,43,0,0,3,17950,125.0,2020
44903,2813,7,43,1,0,3,17950,125.0,2020
44904,11,16,86,1,0,0,18250,120.0,2020
44905,17974,2,262,0,0,0,18490,140.0,2020
44906,5730,2,92,0,1,0,18490,131.0,2020
44907,13383,2,262,0,0,0,18490,140.0,2020
44908,1490,2,2,1,-1,2,21980,158.0,2020
44909,25154,0,34,2,1,0,22263,150.0,2020
44910,999,2,98,4,1,2,22570,136.0,2020
44911,846,6,7,0,1,0,22980,179.0,2020
44912,12062,2,321,2,0,0,22990,120.0,2020
44913,3000,0,12,0,1,0,23387,110.0,2020
44914,11772,2,262,0,1,3,23470,159.0,2020
44915,999,2,98,4,1,2,23470,136.0,2020
44916,999,2,98,4,1,2,23470,136.0,2020
44917,5000,2,5,0,1,2,23860,140.0,2020
44918,16214,14,346,0,0,0,23880,136.0,2020
44919,9541,14,346,0,0,0,23880,136.0,2020
44920,3250,6,199,4,1,0,23890,110.0,2020
44921,9432,0,97,2,0,3,23900,150.0,2020
44922,23990,31,270,0,1,0,23950,140.0,2020
44923,4451,19,239,0,0,3,23990,129.0,2020
44924,7,6,199,4,1,0,23990,110.0,2020
44925,9865,9,183,0,0,3,24202,116.0,2020
44926,20508,13,352,0,0,0,24330,140.0,2020
44927,7265,0,97,2,0,3,24450,102.0,2020
44928,10065,2,92,0,1,0,16590,131.0,2020
44929,22032,2,92,0,1,0,16690,131.0,2020
44930,22032,2,92,0,1,0,16690,131.0,2020
44931,19879,2,92,0,1,0,16690,131.0,2020
44932,14124,2,92,0,1,0,16890,131.0,2020
44933,19316,2,91,0,0,0,16890,101.0,2020
44934,1648,7,112,0,0,2,16970,125.0,2020
44935,18014,18,93,0,1,0,16980,131.0,2020
44936,9434,2,92,0,1,0,16990,131.0,2020
